gasto_pets,gasto_vet,gasto_gas,gasto_restaurants,gasto_groceries,recurrencias_vet,tendencia_pets,variabilidad,label
186.89155515526878,293.43705719523416,372.88572252444203,247.16968585417683,793.480148938834,0,0.03431558219470743,0.30981590850507784,auto_savings
1072.8209939754104,0.0,517.3327209163865,244.12185989297777,487.49265318738094,0,-0.19686355619611923,0.18186342771846242,auto_savings
968.5819581078047,0.0,569.0126749705653,735.9513252590277,768.6946465121301,0,0.42128787392041783,0.1241215023280839,auto_savings
1158.2862882201632,0.0,453.8364513654056,89.56864991947428,802.7229587297641,1,0.5038248285009366,0.2343408120542795,pet_insurance_basic
2057.116049914861,0.0,1179.3217452160518,217.85931306446972,1250.3702046844437,0,0.5492659181251225,0.3718655811556213,financial_health_checkup
545.3183777488076,0.0,535.823534528676,194.71201031737598,1093.1532375133306,1,0.24650782272773059,0.22281501893274533,auto_savings
612.0429630631637,0.0,509.34827445272174,314.91966861947566,931.1583290501687,0,-0.11550704989933598,0.4662973772406517,financial_health_checkup
621.8880487777903,0.0,456.89274998166525,291.16893535430376,483.9041353518081,1,0.588540886479235,0.2678053815002855,auto_savings
742.6047797584694,0.0,577.6629565429396,79.38985451723708,925.259138542267,0,0.13838962619763268,0.43728038676816416,financial_health_checkup
1022.1624139337883,0.0,473.0355297890971,191.76784294321803,894.2487123374867,1,0.38845154208079374,0.3062870943997297,pet_insurance_basic
324.67271572867406,0.0,839.40166793679,233.72952536632792,829.3846717288883,0,-0.07201949971931995,0.2317648266681543,auto_savings
93.94312567279238,0.0,941.8267137727626,323.4000937617978,699.9296324098377,1,0.23782003331339469,0.41106840067009076,financial_health_checkup
439.1602470538178,402.11006071161603,1840.4450816725573,298.4368822630877,726.2283265014122,0,0.5723520900941541,0.19092221938738319,auto_insurance_basic
1839.5462071110999,424.85131113843624,33.04575967734232,159.3814832385809,820.0081402690056,0,0.020657637570935805,0.10232924122842874,auto_savings
434.86610918609443,0.0,489.0216407663825,301.58768984018354,703.7881292579793,0,0.15119656787914154,0.20665870214322363,auto_savings
2212.613635931268,232.4573449302357,1701.9945625339485,300.1010284068955,1188.0139903537638,0,0.5915633980088668,0.2738415307918728,auto_insurance_basic
99.2881097511759,0.0,2054.8302048050605,308.53125579422715,1579.9143140060523,1,0.24865460134710277,0.2282227771716491,auto_insurance_basic
130.69870721409652,0.0,830.9395190022142,42.82530437888933,385.8510213938879,1,0.1394037451163791,0.11092873317297292,auto_savings
409.0825823568956,0.0,349.47161147995666,151.7649277976679,1296.8209382019706,1,0.033951236123639206,0.29283060658711857,auto_savings
281.5166746169324,0.0,504.78825322558333,307.3482875036988,1218.749863724712,1,-0.0028868463707486802,0.2622724450837872,auto_savings
535.8921854258335,0.0,273.53811414311645,34.63583307806425,1541.3565269805285,0,0.21474765258620698,0.44538360467229654,financial_health_checkup
785.6030126244062,0.0,267.5223973263416,227.75746014812194,1033.6077496007492,0,0.4748557432623383,0.4614058892160793,financial_health_checkup
142.1535151536641,761.7987163341141,1751.9513933556839,462.838100520935,1178.2838329357305,1,0.2710932107509204,0.2389969417067373,auto_insurance_basic
452.5949819392871,417.5251508294534,591.4606136378999,62.528879241658174,1675.1381494734505,0,0.48366893457941856,0.26439911732655397,auto_savings
855.7142706632558,0.0,1134.536157063612,412.5920618204301,1457.9124998387385,0,0.1957223173524512,0.11527843342239828,auto_savings
463.3703945222818,0.0,368.28343867316636,314.19955986108306,1303.5678725379703,0,0.3532529012635353,0.1597603808763228,auto_savings
812.0885680818598,0.0,308.6849403592665,324.53914543458524,1037.232953426712,0,0.2854085721482438,0.1618567357733267,auto_savings
405.93349728355656,574.4653554989827,283.6025097368431,127.2576178917812,1737.10160383576,0,0.5499510701143093,0.4022624304011517,financial_health_checkup
218.53828433373872,0.0,105.97907426288123,158.4411797608899,1537.3406974350148,0,0.07828368245588929,0.19177313614488428,auto_savings
